age_weeks,animal,out_root,source_prefix,source_file,term_group,term,row_label,col_label,value_mpa,value_kpa
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_rz,thetaz,rz,0.0,0.0
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_theta,thetaz,theta,0.0,0.0
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0073,7.3
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0036,3.6
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0156,15.6
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0127,12.7
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0132,13.2
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0061,6.1000000000000005
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0113,11.299999999999999
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0143,14.3
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0071,7.1000000000000005
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0203,20.299999999999997
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0142,14.200000000000001
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_thetaz,thetaz,thetaz,0.0129,12.9
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_thetaz_z,thetaz,z,0.0,0.0
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rtheta,z,rtheta,0.0,0.0
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_z_rz,z,rz,0.0,0.0
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,-0.0117,-11.700000000000001
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0039,3.9
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0141,14.1
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0464,46.4
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0103,10.3
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0049,4.8999999999999995
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.013,13.0
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0432,43.2
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0032,3.2
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0,0.0
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0386,38.6
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_z_theta,z,theta,0.0126,12.6
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_z_thetaz,z,thetaz,0.0,0.0
3,Lucid,runs_unified,Lucid_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Lucid/runs_unified/Lucid_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,-0.344,-344.0
3,Rosie,runs_unified,Rosie_variant_f,/Users/marisabazzi/TEVG/VeinSDF/3weeks/Rosie/runs_unified/Rosie_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.0659,65.9
8,Martini,runs_unified,Martini_variant_f,/Users/marisabazzi/TEVG/VeinSDF/8weeks/Martini/runs_unified/Martini_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.1029,102.9
10,Gus,runs_unified,Gus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Gus/runs_unified/Gus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.1118,111.8
10,Mojito,runs_unified_reduced,Mojito_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Mojito/runs_unified_reduced/Mojito_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.0604,60.400000000000006
10,Pablo,runs_unified,Pablo_variant_f,/Users/marisabazzi/TEVG/VeinSDF/10weeks/Pablo/runs_unified/Pablo_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.1005,100.5
16,Audi,runs_unified,Audi_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Audi/runs_unified/Audi_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.0642,64.19999999999999
16,Oreon,runs_unified,Orion_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Oreon/runs_unified/Orion_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.0957,95.69999999999999
16,Sagittarius,runs_unified,Original_variant_f,/Users/marisabazzi/TEVG/VeinSDF/16weeks/Sagittarius/runs_unified/Original_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.0346,34.6
28,Dodge,runs_unified,Dodge_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Dodge/runs_unified/Dodge_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.1215,121.5
28,Lexus,runs_unified,lexus_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Lexus/runs_unified/lexus_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.0885,88.5
28,Mercedes,runs_unified,Mercedes_variant_f,/Users/marisabazzi/TEVG/VeinSDF/28weeks/Mercedes/runs_unified/Mercedes_variant_f_small_on_large.txt,K_FSG,K_FSG_z_z,z,z,0.0838,83.8
